2025-10-13 16:45:48 | INFO     | dataset_tools_app | <module>:84 | === Dataset Tools Session Started ===
2025-10-13 16:45:48 | INFO     | dataset_tools_app | <module>:85 | Log file: /Users/duskfall/logs/dataset_tools_20251013_164548.log
2025-10-13 16:45:48 | INFO     | dataset_tools_app | <module>:86 | Initial log level: INFO
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Dataset-Tools Logger level reconfigured to: INFO
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Configured external logger 'PyQt6' with Rich+File handlers at level INFO.
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Configured external logger 'PIL' with Rich+File handlers at level INFO.
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Dataset Tools v0.66.dev4 launching...
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Application log level set to: INFO
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Log file location: /Users/duskfall/logs/dataset_tools_20251013_164548.log
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'IBM Plex Sans' from IBMPlexSans-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Pixelify Sans' from PixelifySans-Regular.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'VT323' from VT323-Regular.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Radio Canada' from RadioCanada-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Radio Canada' from RadioCanada-VariableFont_wdth,wght.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'JetBrains Mono' from JetBrainsMono-Bold.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Open Sans' from OpenSans-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:49 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'PT Sans' from PTSans-Italic.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Dongle' from Dongle-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'JetBrains Mono' from JetBrainsMono-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Tsukimi Rounded' from TsukimiRounded-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Tsukimi Rounded' from TsukimiRounded-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'IBM Plex Sans' from IBMPlexSans-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Inter' from Inter-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'PT Sans' from PTSans-BoldItalic.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Syne Mono' from SyneMono-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Tsukimi Rounded' from TsukimiRounded-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Silkscreen' from Silkscreen-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Silkscreen' from Silkscreen-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Pixelify Sans' from PixelifySans-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'DM Sans' from DMSans-Italic-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Work Sans' from WorkSans-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Nunito' from Nunito-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Tsukimi Rounded' from TsukimiRounded-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Inter' from Inter-Italic-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Pixelify Sans' from PixelifySans-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Tsukimi Rounded' from TsukimiRounded-SemiBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Jura' from Jura-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Roboto' from Roboto-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Work Sans' from WorkSans-Italic-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'PT Sans' from PTSans-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Kosugi Maru' from KosugiMaru-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-ExtraBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Mandali' from Mandali-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Nunito' from Nunito-Italic-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-ExtraLight.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Pixelify Sans' from PixelifySans-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'PT Sans' from PTSans-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Orbitron' from Orbitron-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Roboto' from Roboto-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Open Sans' from OpenSans-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Dongle' from Dongle-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Pixelify Sans' from PixelifySans-SemiBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'DM Sans' from DMSans-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Doppio One' from DoppioOne-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Turret Road' from TurretRoad-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully loaded font: 'Dongle' from Dongle-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | [UI] Image loading thread initialized successfully
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Enhanced ThemeManager initialized
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Available systems: qt-material=True, unreal=True
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Processed custom QSS theme: reset_to_default, asset replacements applied
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Successfully applied custom QSS theme: reset_to_default
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Initial theme loaded: custom_qss:reset_to_default
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Detected dark theme, adjusting icon colors accordingly
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Open Sans from OpenSans-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Open Sans from OpenSans-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Inter from Inter-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Inter from Inter-Italic-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: DM Sans from DMSans-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: DM Sans from DMSans-Italic-VariableFont_opsz,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Work Sans from WorkSans-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Work Sans from WorkSans-Italic-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Roboto from Roboto-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Roboto from Roboto-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: IBM Plex Sans from IBMPlexSans-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: IBM Plex Sans from IBMPlexSans-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Nunito from Nunito-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Nunito from Nunito-Italic-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: PT Sans from PTSans-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: PT Sans from PTSans-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: PT Sans from PTSans-Italic.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: PT Sans from PTSans-BoldItalic.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Radio Canada from RadioCanada-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Radio Canada from RadioCanada-Italic-VariableFont_wdth,wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: JetBrains Mono from JetBrainsMono-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: JetBrains Mono from JetBrainsMono-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Syne Mono from SyneMono-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: VT323 from VT323-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Orbitron from Orbitron-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Jura from Jura-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-ExtraLight.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Turret Road from TurretRoad-ExtraBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Pixelify Sans from PixelifySans-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Pixelify Sans from PixelifySans-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Pixelify Sans from PixelifySans-SemiBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Pixelify Sans from PixelifySans-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Pixelify Sans from PixelifySans-VariableFont_wght.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Silkscreen from Silkscreen-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Silkscreen from Silkscreen-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Dongle from Dongle-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Dongle from Dongle-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Dongle from Dongle-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Doppio One from DoppioOne-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Kosugi Maru from KosugiMaru-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Mandali from Mandali-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Tsukimi Rounded from TsukimiRounded-Regular.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Tsukimi Rounded from TsukimiRounded-Light.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Tsukimi Rounded from TsukimiRounded-Medium.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Tsukimi Rounded from TsukimiRounded-SemiBold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded bundled font: Tsukimi Rounded from TsukimiRounded-Bold.ttf
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Loaded 50 bundled font files
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | FontManager initialized with 651 available fonts
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Using font for ui: Open Sans
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Applied default font to application: Open Sans
2025-10-13 16:45:50 | INFO     | dataset_tools_app | info_monitor:273 | Applied optimal fonts to application
